gene,p_val,avg_log2FC,padj
AC117481.1,0.625179553493946,-0.213902175862816,0.858562857619594
DNMT3B,0.174684920635149,-0.213887492165857,0.512237214747976
SLC19A3,0.483099615180629,-0.213877916455102,0.781149188413496
FIRRE,0.509927943275242,-0.213854467644583,0.798906340856686
AC005753.3,0.608403477900257,-0.21385252332743,0.850054924324946
SNRNP25,0.424774973169539,-0.213727900912981,0.7408923467415
COMMD7,0.146501277148713,-0.213707580741332,0.474218724100998
ADPRM,0.360374057824773,-0.21370625187987,0.696416290577436
ZNF106,0.0385098185872399,-0.213697671875864,0.269658601332587
TPGS1,0.268665342508216,-0.213643110300938,0.618910065409521
TRAPPC13,0.0612002743431047,-0.213578827586067,0.329362057316258
GPS1,0.226784952276855,-0.213569348625936,0.574665060964535
ZNF579,0.413177993996981,-0.213541766391512,0.733283461709603
IFIT5,0.350130296114036,-0.213530622900126,0.689046318423808
AC090629.1,0.375785375708052,-0.213381326188967,0.705653536717256
CDC25B,0.149478703462899,-0.213063271146019,0.477924432665605
ZNF592,0.0798384250731861,-0.212974407817749,0.368389895017208
C9orf50,0.544987800197301,-0.212937550141387,NA
AL590705.3,0.547907977125694,-0.212885114679108,0.819577137070206
RPS2,0.38728265707962,-0.212842264531959,0.713784774304299
KEAP1,0.333925943224035,-0.212783684671319,0.677829378268385
C1orf43,0.153549612915373,-0.212753593776232,0.484209788284368
AC010615.2,0.327685303706488,-0.212738704893409,0.672143543307455
PFDN4,0.172302257267884,-0.212714816216514,0.509131677628399
C1GALT1,0.0618277008988988,-0.212625851089089,0.330586308073322
SOX2,0.15664913210623,-0.212532753902846,0.488534259310245
RGS16,0.380112331078537,-0.212514577121551,0.708591447440542
RBFOX1,0.0221645333188278,-0.212465849728399,0.213042228157425
NUMBL,0.166054228198608,-0.212456592839522,0.501951874700281
CDS1,0.111415478748133,-0.212312568456204,0.42523996403162
RNF111,0.0203974207235814,-0.212293687369354,0.207353314900451
SSBP4,0.150852423609116,-0.212209263098311,0.480030297011212
METTL26,0.320227635803739,-0.212129087318374,0.664792550554908
PITPNC1,0.0319635957621984,-0.212119374361879,0.248248755179835
LRRC61,0.404903932398485,-0.212047365824602,0.726550931423295
WDR83,0.362104685018462,-0.21194278411811,0.697433467038815
RABEP2,0.165853338044125,-0.211808773672579,0.50182481425351
MAP7D1,0.144716739321781,-0.211794512889912,0.471895572905276
VEZF1,0.212655275384231,-0.211770550140631,0.558813738540696
CHTF18,0.508274895898483,-0.211751402584774,0.798206578895108
TMEM116,0.140930960549008,-0.211740790110057,0.464940458633642
EIF2B2,0.339692029500564,-0.211740650435626,0.681252533164627
CNOT7,0.136945901349547,-0.211590759525038,0.459027566932769
RAB11FIP5,0.260707039225785,-0.211506685559116,0.610815828628553
C3orf62,0.234080742044412,-0.211391150158937,0.583032041923846
VPS29,0.185529523904344,-0.211365892145916,0.525088511059566
ZNF45,0.402161008371779,-0.211353815249256,0.724895321403895
EIF3E,0.102567699793535,-0.211208099599754,0.410923146372157
DBNL,0.110961415621655,-0.211192492454573,0.424476004686519
AC084357.2,0.574335574738761,-0.211085257682985,0.833614209178688
AL133538.1,0.35385141257572,-0.210963375645933,0.692057249386278
TIGD7,0.196193702145531,-0.210852195721318,0.539179922043561
MOGS,0.374256185271712,-0.210813507365047,0.704766665452528
TMEM38B,0.172312354151521,-0.210494067749548,0.509131677628399
EXOC7,0.0575098890549806,-0.210491751145442,0.323255075421436
RRP8,0.207279782347231,-0.210477917768236,0.553166012688585
RPH3AL,0.459881650018978,-0.210395113581495,0.765570317471474
TRPV3,0.491238405776145,-0.210361453086174,0.786601887324375
ADIPOR2,0.121486256226558,-0.210219576846189,0.437686025784817
ABCB11,0.601363050431757,-0.210205709967164,0.846535225343883
CCT4,0.176143163707664,-0.21009794511899,0.51387220486616
AC023906.3,0.468642616945651,-0.210026689344125,NA
PFKM,0.214374940459513,-0.209879848358231,0.561265836280226
B3GNTL1,0.140861771801791,-0.209877678004946,0.464940458633642
NAMPT,0.0431509126365531,-0.209759609293387,0.283416957386306
CD276,0.121780635298767,-0.209747970971685,0.437957806089432
ADAMTS3,0.684017508793766,-0.209702960886445,0.888390280384013
TSPAN10,0.540151404653812,-0.209698980591289,NA
TICAM1,0.367755722430035,-0.209695598912165,0.700455593621235
PEG3,0.136353473091809,-0.20968629205773,0.45832180285135
GNL3,0.197932323294461,-0.209533177988823,0.541135249243764
AC025034.1,0.251752190657157,-0.209513305456616,0.600462995283625
GALNT6,0.520903249228645,-0.209462659845279,0.805447152440376
GHDC,0.317207826160279,-0.209283447564791,0.662607545598596
GCC1,0.519022312909829,-0.209204231566702,0.80461196067473
ZNF383,0.11295865717968,-0.209129000779626,0.426508956628727
AC011374.1,0.520033541184289,-0.209009169360403,0.805015730687329
SNX5,0.111573012652643,-0.209004250775994,0.425360780867923
IFI6,0.392245752881534,-0.208950647606955,0.717423579104567
ADAM19,0.231361155553723,-0.208902429147299,0.58043406959778
KLHDC8B,0.275336005153007,-0.208891801348948,0.625742322540514
TMEM80,0.394842216832589,-0.208868335244731,0.719159538266007
VIRMA,0.0129528197534924,-0.208770199196135,0.172733047423796
ZNF85,0.243469199434266,-0.208734152750202,0.593926286912615
EIF4B,0.113784120731489,-0.208727945796849,0.427879547206326
NEK3,0.303299585648246,-0.208705182045626,0.649870234871642
AC092954.1,0.552614073348974,-0.208671053788695,0.822410992375071
LOXL2,0.399779255388316,-0.208571018615356,0.723607506744182
AF230666.2,0.635596755733252,-0.208561069188086,0.864008277048975
LINC02175,0.116639367496025,-0.208514312974167,0.432692877195741
ANKRD10,0.0438546772257245,-0.208432090713803,0.286072512652146
UBE2D2,0.0250896140923547,-0.208385809340628,0.225325795833349
Z93403.1,0.653888445661188,-0.208328596259636,0.873953329325072
OLIG1,0.467333967974806,-0.208260802678548,0.770036008186933
NAPB,0.100152830063904,-0.208227637557265,0.406494344135564
RBM22,0.274499459108058,-0.208171341639856,0.625015111618898
GTF2F2,0.0583836755208335,-0.208083636681407,0.324633738741723
AC006460.2,0.098390328727098,-0.207981707318462,0.403489997283359
AP2S1,0.3834583660336,-0.207795128971994,0.711594248685197
DPH3,0.317917437309442,-0.207755914223981,0.663021658243284
MPP7,0.127875687657121,-0.207654532495316,0.445962478344506
C12orf66,0.407849329775085,-0.207580901778431,0.728524713475918
TAF5L,0.247604436496564,-0.207365234246142,0.597422843941962
DAPK3,0.337247346468723,-0.207018554188394,0.680774669097755
SLC16A14,0.1220316098122,-0.207005679989741,0.438247570606232
AC093765.2,0.61637045958592,-0.206992772952899,0.853734233136518
MIR1915HG,0.56078677214264,-0.206975385091513,0.826512014644613
MAFG-DT,0.507347071548636,-0.206923113328982,0.797616898190096
SNHG6,0.345167250410994,-0.206910834388807,0.685325397255886
DTX4,0.264477079087829,-0.206884415649801,0.614603815339098
CFL1,0.29263384974168,-0.206823494055064,0.638647733833698
RAP2B,0.245071035613508,-0.206690911462681,0.595424427001202
RIPOR1,0.151750744596779,-0.206687521387701,0.481149815952063
PPP2R3C,0.134339913601575,-0.206560613986287,0.455122594010002
ZNF644,0.0036319907457395,-0.206530148283739,0.0963592392928174
PLD1,0.358188182077792,-0.206505533475134,0.695007183957188
FSCN1,0.202858094470163,-0.206479227983817,0.548168247390504
PCDHB10,0.401877722515532,-0.206434288293066,0.724895321403895
BEAN1,0.204043865685926,-0.206381828247047,0.549910436219122
AL162586.1,0.528513558277021,-0.206374907809298,0.810240095160295
NUDT22,0.385352138928752,-0.206298453184304,0.712500534794866
MRFAP1L1,0.299786813478227,-0.206265759835566,0.647517936778467
SNX4,0.0333742078424655,-0.206261324480354,0.253743745826651
SPTBN5,0.588007867542986,-0.206228830982806,NA
MEIG1,0.595764383797269,-0.206207350285249,0.844056399139059
TUBGCP6,0.217247401026692,-0.206202673259128,0.56483602771998
AP000787.1,0.487272764743652,-0.206129256147808,0.783563972249761
SYAP1,0.122077669231173,-0.206117602159176,0.438325544309693
RPE,0.0663374787984022,-0.206032319736555,0.340909508727722
SOBP,0.010637436312783,-0.206027738535092,0.155065397521484
SLC12A7,0.533020980687133,-0.205978465537257,0.812383457155536
UBE2V1,0.084711877553682,-0.205888053922537,0.377025446625201
SRRT,0.145637860929991,-0.205789629965444,0.473526893682975
SEMA3E,0.541011428608632,-0.205780128195824,0.81593606008555
POFUT2,0.231204258682407,-0.205763739373051,0.580266119429693
TIPARP,0.15889565359431,-0.205760033793677,0.491342915090753
ZKSCAN8,0.228899040466341,-0.205714042161728,0.577637990680618
TCN2,0.365540770741475,-0.205641834080799,0.699100724559809
CENPI,0.466755221296411,-0.205625315869867,0.769364058688819
AC068189.1,0.648487982718606,-0.205580577468743,0.870598743690012
BAIAP2L1,0.58211767815769,-0.205515047993677,0.837451219424077
RAB2B,0.142143936912757,-0.205429665792478,0.467229741873355
C2orf76,0.265395742407689,-0.205341415823485,0.615401742877305
BAIAP2-DT,0.561343091117706,-0.20533986563579,0.826925756434994
LINC02813,0.586714688805179,-0.205236367222674,NA
SYT6,0.290590637043415,-0.205222412802694,0.637988199840561
PTPRD-AS1,0.535818105465007,-0.205210000297857,0.813189447374356
AL117335.1,0.318943469447998,-0.205201579452655,0.663654563161385
CHRM1,0.307542745943963,-0.205167927661698,0.653269424647705
AL138824.1,0.54316165469364,-0.205000122250173,0.816955008613798
LINC00667,0.16013874317929,-0.2049762537958,0.49374512646973
RADX,0.326703395232887,-0.204975112113651,0.671014182990351
CD163L1,0.158304047928241,-0.204897011739429,0.490382949981211
BTC,0.265315906588204,-0.20489445595221,0.615401742877305
CD9,0.521944415930861,-0.204857318407881,0.806263297963332
AC090825.1,0.533891067108576,-0.204855230770928,0.812392093423306
SPRY2,0.381435297192729,-0.204850944880398,0.709592823419209
RFESD,0.485923059318546,-0.20466024221908,0.78275526457693
MMP25-AS1,0.278349067547451,-0.20455195466741,0.628588108253282
NAIP,0.250273552066447,-0.204548755594915,0.599827901799291
SLC4A4,0.205392490060773,-0.204520024491747,0.550905989059014
FANCE,0.49210936381853,-0.204488442801129,0.787016512110243
ZFHX3,0.0798664574244592,-0.204480936901647,0.368389895017208
LINC01185,0.505543432898604,-0.204411246869476,0.796434830363749
VWA5B2,0.179626112002417,-0.204410026059493,0.518820615173997
IDNK,0.309573333136021,-0.204382244188959,0.654982808373228
CBWD1,0.0396762817239397,-0.204370043632024,0.273489815361404
GUSB,0.218334469169229,-0.204096985630492,0.566027924993492
MEA1,0.480916847093895,-0.204043524943686,0.779875608360678
DCUN1D5,0.06040359049706,-0.203967412218796,0.328094930224595
RECQL5,0.347928145935137,-0.203961899376584,0.687477690884315
PNPLA3,0.521818324610869,-0.203810484287055,0.806263297963332
KLHL1,0.303065069891959,-0.203806436635653,0.649647162990812
ASPA,0.602153446765918,-0.203742342993041,0.846563681281862
AL845331.2,0.621182413523847,-0.203739146801458,0.856120860425605
FAM222A,0.388029398033716,-0.203737180720227,0.714722043462348
LCMT2,0.527393660811104,-0.203637327730173,0.809769655036123
AL020996.1,0.580980259115397,-0.203601072721896,0.837338992261863
GNAI3,0.0177433419276105,-0.20359394398689,0.198405829020356
AC034111.2,0.324234244713559,-0.203568909131718,0.668788852838933
TUBB8,0.58223900465471,-0.203567201453634,0.837451351535605
AC025171.1,0.317901018371038,-0.203518967400676,0.663021658243284
TM9SF2,0.0593726041245325,-0.203498882540702,0.326377096810369
KRBA1,0.370572955070665,-0.203482721586874,0.701885840098599
SF3A3,0.199088651242053,-0.203465857458371,0.54287486400175
ZNF530,0.515370532936256,-0.203459605256743,0.801989429030289
AC100771.2,0.565914498380623,-0.203423884008958,0.828833090884893
SLC35B4,0.0747218699120509,-0.203340149923314,0.358216591649475
AC103876.1,0.221831922926572,-0.203323559278363,0.56970614956449
SEPTIN6,0.0676921233991201,-0.20330943537966,0.344000955128304
SLC35B3,0.20347819329631,-0.203293028526697,0.548878920274718
BAG5,0.230518209278446,-0.203209898507067,0.57953069705905
GPR68,0.493735883563784,-0.203174718494205,0.788205125322683
AMIGO1,0.308937877917284,-0.203131014896856,0.654583510263056
LRRC17,0.167240365725261,-0.203040936509777,0.503555509340249
POLE2,0.446205562685572,-0.202991352250372,0.756057620052408
RNF139-AS1,0.269850051271224,-0.20297281949627,0.62021070765171
FAM131B,0.34713140713877,-0.202841800710271,0.687477690884315
ZNF573,0.059055936484555,-0.202834530677046,0.325575592355234
ANKRD52,0.193904188162812,-0.202779838394232,0.535818434304698
AL391834.2,0.621345062618506,-0.202764885295478,0.856120860425605
TRABD2A,0.666170203623456,-0.202595505547486,0.879170826096387
ENO1,0.265539287570529,-0.202545711661684,0.615409860212697
CHRNB1,0.549442503333162,-0.202526812067023,0.82040419569602
SMIM10L2A,0.384335492726117,-0.202518795190783,0.711877107313116
ITM2B,0.218418929896672,-0.202502936398897,0.566027924993492
FAM98C,0.222771146423684,-0.202456098015503,0.570896460817417
GPATCH11,0.210573018252646,-0.202450790677009,0.556346646258054
SGSM2,0.0738630500032155,-0.202423224886051,0.356359613342064
ZRANB2-AS2,0.112334418040756,-0.202418247523645,0.425925497875953
TCF7L2,0.201458428231979,-0.202414661443192,0.546262801956484
TMEM17,0.536931520719037,-0.202410817991605,0.813599711093749
RABL2B,0.144485953227706,-0.202363326345197,0.471399169256687
GEMIN2,0.347643643056347,-0.202351837328022,0.687477690884315
CCNJ,0.30284586802672,-0.202303053257986,0.649646385972003
AC072022.2,0.597141487168612,-0.202291670583074,0.844935763337669
IDH1,0.235535533202961,-0.202260225730083,0.584860980161826
CACNG6,0.581526088456528,-0.202212617603407,0.837338992261863
BEST3,0.615585680273598,-0.202207019761685,0.853428006232096
FAAP20,0.317126575266172,-0.202181478241278,0.662607545598596
ASB6,0.299121585649569,-0.202117552495642,0.646701802143531
ZNF414,0.360563720965342,-0.202108384706779,0.696558500755345
TTL,0.114956389510576,-0.202021340341946,0.429904420514936
AC007375.3,0.582473911997704,-0.20194504635182,NA
AC105402.3,0.62769763615625,-0.20191092389122,0.859545184735755
AL096701.4,0.576924448291979,-0.201857941462931,NA
AC127070.2,0.576497576041074,-0.201828323653584,0.834500752711061
CSRNP2,0.091899772611465,-0.201663617034524,0.39168361892145
MFSD14C,0.0467789991689243,-0.201506967421481,0.295030030866278
ANKRD20A3,0.371487654626161,-0.201491035106627,0.702509689730544
AC012494.1,0.505371527857626,-0.201473703913118,0.796434830363749
OSGEP,0.206847267414843,-0.201419473877544,0.552586309707784
IMP3,0.495379110914313,-0.201368223171059,0.789720192490071
ZNF786,0.202975383064984,-0.201285396916397,0.548179691166954
RNF167,0.324426212156394,-0.201262406888545,0.668803205902851
H3F3A,0.390475669005572,-0.201241669400719,0.716296461086948
CREB3,0.513013890658105,-0.201132718549111,0.800467071721084
TFE3,0.233467204501392,-0.201120496827561,0.582470909456564
AC008840.1,0.584460766611174,-0.201048486798805,0.838878034066887
SLC30A5,0.0738078391066148,-0.201004109959952,0.356359613342064
AC011978.2,0.498822450627165,-0.200935505605647,0.79184380377752
DPF2,0.115417296067118,-0.200910145039175,0.430712350563089
AC113414.1,0.363060120861662,-0.200878162768161,0.697569939682032
FAM192A,0.160625068783575,-0.200815575885249,0.494397865158267
IFITM10,0.206860376368525,-0.200803106669324,0.552586309707784
PGBD4,0.385278474655139,-0.200752832309844,0.712500534794866
NMRAL1,0.287965814554284,-0.200714040436299,0.635243947519171
AC245123.1,0.54183520651436,-0.200623561961695,0.816332404722266
TMX3,0.0413882431631296,-0.200568281837176,0.279146638077893
AC012414.5,0.602988611221245,-0.200511882771867,0.84702411118911
APLP2,0.0507984709439921,-0.200509821128211,0.306602509385514
NBPF10,0.573248866700936,-0.2004479100537,0.833013104142139
HTR3E-AS1,0.695504559851333,-0.200445874113474,0.894746705469663
LINC01807,0.575277533285888,-0.200419096624968,0.833940065107253
BZW2,0.073725940102691,-0.200378146476568,0.356359613342064
PLPP6,0.510096323553136,-0.200346558138116,0.799028332820484
MEF2B,0.496946246698644,-0.200290960507978,0.790979996447707
ZNF710,0.15795094234252,-0.200234871084323,0.490020819402444
MTMR4,0.143701831999288,-0.200216428784106,0.470033445036916
C17orf49,0.442141078876639,-0.200198006653758,0.753514021491542
RBM18,0.244349340295472,-0.2001364450761,0.594959448368347
BEND5,0.549228610060029,-0.20012948014861,0.820327787630754
AC010175.1,0.53040334142115,-0.200050205441242,0.810981019845211
TMBIM4,0.168718759696657,-0.200007749881151,0.505398307956558
ELOA-AS1,0.278877613652829,-0.199992084630091,0.628851815211689
ZNF513,0.424845637136277,-0.199920708575655,0.7408923467415
TECR,0.332938212298136,-0.199883246521732,0.676813233402687
PCED1B,0.503622177272337,-0.199828138089487,0.795254953920185
SHC3,0.122228396265925,-0.199723112377255,0.438393034847627
GOLGA1,0.097250221951914,-0.199664071136568,0.401362651585128
RNF165,0.0354392357366398,-0.199638174694372,0.259383666331911
B3GALT1,0.440929126454127,-0.199591723404239,0.752569102241533
RBX1,0.0983026916889131,-0.199503138821303,0.403489997283359
LINC00654,0.40386714476054,-0.199360983360621,0.725863682361343
P2RX6,0.244355394169614,-0.19932710196691,0.594959448368347
AC139795.2,0.567906462859318,-0.19926075258043,0.830314673013273
RTF2,0.230158226409516,-0.19925728086953,0.579493242919516
SREBF2,0.0704745364125029,-0.199080530918158,0.349422494914429
RPAIN,0.236420061657944,-0.199069678328099,0.585290537576697
CACNB3,0.37863294672279,-0.198994744610614,0.70757802225245
PPIL1,0.258532708906449,-0.198973860570159,0.608437441486182
POMP,0.266108323021935,-0.198973043872867,0.615796227941913
RAB11FIP4,0.0591002075107985,-0.198962936715916,0.325575592355234
TRIM23,0.0652865019564415,-0.198876471761679,0.338009388063065
GDAP2,0.0852191627930963,-0.198676060538858,0.378281473955188
LINC01858,0.638122284846061,-0.198650587073222,0.865003801979041
LRRC43,0.516804783893673,-0.198543838165942,0.803041301953892
AP3M1,0.162285156866967,-0.19839616008474,0.496949171946823
AL591043.2,0.320491361523763,-0.198339938952598,0.664846581703909
SNAP47,0.248106200957829,-0.198287643508754,0.597422843941962
TLCD3A,0.358925915216256,-0.198251857246811,0.695259656944079
SMG7,0.0188772999630621,-0.198238789301923,0.202558941766438
LINC01521,0.555961098609613,-0.198222210244179,0.824274962045492
CDK5,0.446985878570903,-0.198218128391251,0.756057620052408
UBE2V2,0.16611130650739,-0.198206515654853,0.501951874700281
HAR1A,0.474727335955111,-0.198143700561613,0.775471139883973
CEP68,0.0664496315712255,-0.197969276934961,0.340934980301492
IQCN,0.497774860007857,-0.197870941908577,0.791367079187694
ZNF449,0.347684573762767,-0.197852586165726,0.687477690884315
HNRNPH2,0.370162573351885,-0.197835530329543,0.701502175886945
WAC-AS1,0.141693634690061,-0.197822173689763,0.466601519174167
PSMC1,0.205435578331471,-0.197821412939049,0.550939478132202
C2orf15,0.630596006028354,-0.197818564476348,0.861282906323227
TOX3,0.201164603959486,-0.197798194654453,0.546239270751527
BCL3,0.55902118925135,-0.197773680241148,0.825590778663975
SAE1,0.095293200669095,-0.197651354468463,0.398386352317875
AC005833.2,0.696638852562351,-0.197630911943085,0.895004428446805
AC093206.1,0.509376204227021,-0.197474218099053,0.798806603196782
AC012313.1,0.621147807196352,-0.197411153122922,NA
PPP3CB,0.0226311979667101,-0.197374202512194,0.214211070975122
NACA,0.35872961855313,-0.197344234357204,0.695259656944079
RASGEF1B,0.420673992801487,-0.197339680826116,0.737141706482886
TUNAR,0.338920937295001,-0.197313124233422,0.681046409783033
CLTB,0.320347982084914,-0.19730552721479,0.664809766164231
SBF1,0.186726742356028,-0.197194390777038,0.526199262290543
AL596244.1,0.554223324507851,-0.197159847932386,0.823105305322128
VILL,0.53195648974143,-0.197148667201479,0.811937394119161
PTPN9,0.0907861617398588,-0.197106853493811,0.389984077738649
IFT27,0.203934731331479,-0.197102854232592,0.549810200795292
CDC7,0.139371334332689,-0.197094425551734,0.462912698395808
CABP7,0.530107416471846,-0.196968114671321,0.810981019845211
AL513320.1,0.673526604087651,-0.196958553384475,0.883718348035127
ULK2,0.0133656899175169,-0.196941273681719,0.176022323032228
PPP1R14C,0.230484620302055,-0.196870912360808,0.57953069705905
TSPAN14,0.298186727242554,-0.196834451208421,0.645688675793564
AL451070.1,0.390360306283701,-0.196750910260132,0.716236691964065
AC010642.2,0.359804475527812,-0.196693896510441,0.696212378861479
AL161457.2,0.367279843136394,-0.196572799213348,0.699919447018578
PSMB1,0.26583030015281,-0.196553202777894,0.615718052300295
CFAP97,0.128976116332934,-0.196455528613586,0.447132105207358
IDH2-DT,0.45372628033973,-0.196423565063352,0.760728995171142
FAM107B,0.235502246759212,-0.196363351811506,0.584860980161826
HDGF,0.259578028519922,-0.196272858467074,0.60936846841567
LINC02822,0.311508514030625,-0.196231660047062,0.657069452617848
AC145207.1,0.517853253119404,-0.196165022638711,0.803837293078023
CCDC169,0.538401921934377,-0.196158044688773,0.814566068758812
AC021242.2,0.546364551982537,-0.196137102047181,0.819032065750141
FAM27E3,0.512489994455929,-0.196048410029419,0.800204455350398
AL355999.1,0.431773734315906,-0.196046490161478,0.745847489818581
CSE1L,0.166065085066912,-0.195955175458651,0.501951874700281
AC073842.1,0.44228087902578,-0.195929251424772,0.753514021491542
TVP23A,0.0647931579842769,-0.195903746190611,0.336935650835048
DUSP7,0.407572426504508,-0.195868708916786,0.728507386255029
CALB2,0.377740145671377,-0.195809556852396,0.707091560121282
CETN3,0.302691680545189,-0.195804675220459,0.649632460722855
FOXK1,0.0694660133015794,-0.195779239890429,0.347148721188022
ADAMTSL4-AS1,0.320624230536763,-0.195774931036004,0.664846581703909
RNF40,0.206878394013801,-0.195745098594195,0.552586309707784
UBA6,0.0107592288678615,-0.19572421804864,0.155456177614855
DOCK5,0.618570023385485,-0.195661388367547,0.85499270216331
RGS19,0.537073669631298,-0.195625720360026,0.813746614574335
DCTN1,0.175578066048022,-0.19560191315792,0.513076528923942
FIZ1,0.45373710656598,-0.195550169244858,0.760728995171142
AP001255.1,0.618838571310361,-0.195535172155678,0.85499270216331
OLFM2,0.0911343637599735,-0.195531330834977,0.390692015090371
WBP2,0.281217535413678,-0.195489915268887,0.63086435159794
ATP13A3,0.0486091990924582,-0.19538875000118,0.300415863804162
NSRP1,0.117735450210632,-0.195359322231253,0.432834655940781
ITGA3,0.122218486571794,-0.195185976526163,0.438393034847627
MTREX,0.0243105731187669,-0.19517255977942,0.220930463330217
LNP1,0.127093405626321,-0.195118566648111,0.445256584379528
FAM66E,0.521226184327184,-0.195118410779836,0.805738879996763
CALU,0.0540970713352657,-0.195072743714711,0.314579161739312
AC027682.6,0.416270656876065,-0.194971057842079,0.734634622306129
RNF25,0.341442008016266,-0.194967529739862,0.682745684424248
GUCY2D,0.515711672379355,-0.194805643608169,NA
SPDYA,0.265980787319542,-0.194790146263414,0.615741767452105
DCAF15,0.406475356333002,-0.194765226953444,0.727690458570516
ZNF22,0.332815169746779,-0.194751826557606,0.676719166585866
AC083843.3,0.4748334867178,-0.19467333241336,0.775471139883973
LINC01013,0.281572459684274,-0.19465188434483,0.631067623165904
TMEM68,0.107351544849359,-0.194604569173293,0.418141467313503
AC016074.2,0.544775573445179,-0.194589672731508,0.817596160789074
PODN,0.34092453237029,-0.194549124425853,0.682271113751613
CNOT1,0.0657511404086973,-0.194501215697074,0.339174149219993
OSBPL10-AS1,0.734793760329601,-0.194464489085823,0.909660677266954
YY1AP1,0.0585505610006318,-0.194445956734624,0.324633738741723
KCNC3,0.144416665210081,-0.19442211043667,0.4712585143696
CBLB,0.0563685299800428,-0.194411978481209,0.320271888565193
AC009318.1,0.37012077226052,-0.194329929410877,0.701502175886945
LLGL1,0.562406776348716,-0.194311247442768,0.827612325862836
ADGRA2,0.203778580815828,-0.194283158951223,0.549606859989115
TATDN3,0.126567650719423,-0.194221979101389,0.444408483836263
GACAT2,0.533464033403526,-0.194107114032256,0.812383457155536
CCDC167,0.46934561870787,-0.194016211935945,0.771162651601514
RAB8B,0.0503671771646478,-0.193980262804721,0.305033559698811
UBA52,0.43848675752695,-0.193878560144306,0.750749650229774
ZDHHC23,0.547645584631221,-0.193862941028331,0.819420167895268
LINC01226,0.57088905855311,-0.19383528983813,NA
NPHP4,0.0955169938883792,-0.19380901484733,0.398515050051562
LINC01485,0.507967394020024,-0.193796332140831,NA
INTS12,0.205177311025601,-0.193762089990422,0.550667760191281
NUFIP1,0.205181321744327,-0.193710352600555,0.550667760191281
CCAR2,0.155389487854659,-0.19366927480048,0.486501219247275
HES7,0.602163513531068,-0.19365540507801,0.846563681281862
GPR27,0.390915243235061,-0.193598552959852,0.71660155458426
CASC18,0.6443089957527,-0.193572908348681,0.868420667106075
ZNF143,0.283542188303365,-0.193395511396864,0.632069764274938
AC006059.5,0.607889077498906,-0.193332613430909,0.850054924324946
CCDC38,0.628703238981783,-0.193320755697772,0.860202493645619
TMEM42,0.427140486553181,-0.193298747078262,0.742579014037739
FLVCR1,0.0277647694606291,-0.193296136744068,0.233029904242287
AL109840.2,0.576232871633899,-0.193262068389982,0.834496740532053
AL627309.5,0.555646386942862,-0.193147373065507,0.824274962045492
ZNF26,0.143461314523075,-0.193058375425851,0.469588008247078
NR2F1,0.213495957341679,-0.193034795369885,0.56012353833026
MPHOSPH9,0.0353678493555548,-0.193023538481088,0.259148307671165
TMEM130,0.0446580701600492,-0.192938785934767,0.288910833420426
ZNF787,0.253437619596927,-0.192898407576014,0.602010484972092
MED23,0.100018996312339,-0.192866859334589,0.406465460634544
SEC14L5,0.351834365398816,-0.192746010670309,0.690738721949278
AL672277.1,0.715459046942944,-0.192657537169823,0.902123247757724
NUP85,0.144414678646162,-0.192657318444257,0.4712585143696
PTGIS,0.460831832963266,-0.192639254496955,0.765897970513926
HIF1A,0.0673413531551375,-0.19263264697444,0.343246427194774
ESS2,0.441467417786314,-0.192557726832792,0.752840572360236
SF3B2,0.248802842163926,-0.192384990288922,0.597864063998553
SCAI,0.0224531797799484,-0.192315478965812,0.213851281824597
CREM,0.176407963445567,-0.192254438583262,0.514040786087798
GPR157,0.574537336548685,-0.192174680441294,0.833619333506065
KCNAB1,0.18300887950623,-0.192174495048587,0.522565005050036
AC074194.1,0.657068813580035,-0.192150444784329,0.875319119790278
POLL,0.218557787397369,-0.192086763963304,0.566112112592684
DDHD2,0.138322743262703,-0.192044773670644,0.461464658981958
GPR39,0.460824792191172,-0.192039485997871,0.765897970513926
FALEC,0.372650362694612,-0.191899129005892,0.7035260570041
BOP 1.00,0.385402241758397,-0.191894568244288,0.712500534794866
DMRT2,0.549209503968293,-0.191812697664395,NA
DNAJC7,0.0886689976412374,-0.191788361162544,0.385019729803474
DYNLT1,0.32544801183945,-0.191735863025711,0.670035335362573
RPL14,0.324426950905382,-0.19169620366447,0.668803205902851
LINC01619,0.357044096254094,-0.191670635734159,0.694153873095297
DDX39A,0.407941319338987,-0.191637078656281,0.728524713475918
ZFP28,0.338806471143507,-0.191616335233806,0.681046409783033
CTSL,0.288799637277967,-0.191497711218597,0.635917303071824
TYW5,0.218029585936102,-0.1914623998048,0.565897848422777
SMIM19,0.326653432708106,-0.191369909645957,0.671014182990351
TGFB3,0.52017708132454,-0.191335801720944,0.805015730687329
CDH2,0.0201332246751275,-0.191285007928915,0.206106570755942
TBC1D8B,0.349269113823442,-0.191276272379913,0.688324989654031
LRWD1,0.384672110693517,-0.191145695424593,0.711997967516183
SLC24A3,0.0186198363326999,-0.191128509720564,0.201801566774628
AC010680.3,0.591265998313195,-0.191038147089869,0.840802667269546
GTF2H1,0.0712103053818032,-0.191030715910654,0.351951448365246
BUD23,0.221536303364143,-0.190809726684159,0.569434333161716
CEMIP2,0.222630625524637,-0.190805953492473,0.570896460817417
ATP1A3,0.0924184567016256,-0.190755540899749,0.392719140155865
NMT1,0.0954441968778741,-0.190734319495777,0.398515050051562
